Metabolon_Metabolite_ID,HARV_21560,HARV_21561,HARV_21562,HARV_21563,HARV_21564,HARV_21565,HARV_21566,HARV_21567,HARV_21568,HARV_21569,HARV_21570,HARV_21571,HARV_21572,HARV_21573,HARV_21574,HARV_21575,HARV_21576,HARV_21577,HARV_21578,HARV_21579,HARV_21580,HARV_21581,HARV_21582,HARV_21583,HARV_21584,HARV_21585,HARV_21586,HARV_21587,HARV_21588,HARV_21589,HARV_21590,HARV_21591,HARV_21592,HARV_21593,HARV_21594,HARV_21595,HARV_21596,HARV_21597,HARV_21598,HARV_21599,HARV_21600,HARV_21601,HARV_21602,HARV_21603,HARV_21604,HARV_21605,HARV_21606,HARV_21607
491,145089168,146536496,,127397552,7090852,134319104,133247488,8381577,129040512,148032624,137771360,,139787328,2869364,142462896,137274464,3351360,158818384,136701552,6232091,146884976,141950880,4839091,145133056,143470480,,,6400794,143401552,7788851,7574542,148176128,7179084,147647376,,,3595849,150473264,2578224,2750059,154654304,2814948,7771914,154120704,6472829,6815213,155590800,5816737
4303,1244791,1528752,,17344288,6701425,16017700,19306292,8206458,17322232,4302359,4351865,,1991574,433688,2027288,1705814,,4412711,20928916,8621811,23483864,23007206,7511930,23973360,1463694,,,7407877,18691212,7356820,6258776,23999726,6671315,2562205,,,648743,2297591,242925,299595,2415236,,8991242,29388764,7901359,8819344,25737400,7827587
4300,406356,415830,,2977961,367481,1302885,1332396,391839,1116173,188032,287817,,308083,141140,305537,309041,170608,463523,1231730,268996,1294319,1169977,316969,1569786,465833,,,397934,952245,311902,368749,1099035,414038,399519,,,272371,431636,143042,189509,435416,228712,471716,1485414,300658,298824,1329269,280305
4304,219021,181718,,223660,157077,216561,244817,189156,250699,209108,191985,,236418,49279,210703,227071,63828,249288,264101,99805,275555,267637,139669,274975,213421,,,144131,218616,151730,148574,223152,159545,199406,,,81243,229647,51874,58873,231516,69846,131373,283609,96971,87198,307998,98510
4298,501364224,488761824,,422927680,31754028,438542720,445195424,35394904,446129152,483329696,492375200,,501932896,12824561,501243520,485917984,15502886,570157696,478786592,26581224,549149952,513470560,25632522,538917504,496768032,,,35413768,528855200,36602704,34045080,506511904,37563084,501962752,,,18252456,496536832,11028017,13197176,551729280,15540953,29065954,504490432,25350644,22479640,508542144,22437468
52,1812272,1437575,,4542801,3797778,4300300,4648071,3703213,4253622,689319,971170,,1458271,973220,1223147,1007859,948338,767489,3817386,3170348,3848662,3731834,2640442,3682532,2115691,,,4390630,4774379,4157842,4192901,4839130,4403930,1585429,,,1307751,1252826,919937,1552704,1533964,1471413,3540681,4670561,3113214,2686353,4084385,2362745
1179,56092472,53744836,,29071680,3811175,33793800,34489124,3562346,33170018,56586744,52246348,,55792384,533718,55829472,55055352,550378,58282552,30048802,5202954,30708338,31556258,1445438,31244964,58246848,,45735,5405299,33335278,5207544,3473190,32291734,4368314,52510208,110360,,646506,54786464,435808,368741,57547944,546595,1811920,30194260,2732747,1694979,31770434,1216148
4282,251779,220228,,119378,,126622,144307,,109549,204345,182598,,251429,,245937,182042,,198803,141451,,98058,,,144322,212242,,,,110962,,,,,157153,,,,176398,,,212826,,,89337,,,115761,
4187,1512123,1654475,,1266890,53145,1287022,1300484,,1429545,1506512,1500541,,1450613,,1175300,1259480,,1786148,1287175,87510,1534169,1459018,,1421543,1490384,,,92808,1579011,69011,,1558881,,1472123,,,,1553978,,,1607164,,63824,1481720,,,1510479,
1203,1007499,733775,135213,1090557,451956,690856,1058466,364622,836898,680182,646735,,1143020,235671,730807,573863,305034,782033,758887,470447,684922,1029226,480446,856524,944086,123700,357025,453216,825053,462977,492841,1265420,789499,442083,96206,132808,175722,670032,370665,267084,371405,181707,496455,1225196,315793,529638,1070620,328333
1227,3428395,3206729,937624,3104548,1456102,3358151,3306315,1581562,3196451,2992660,2986853,902996,3556282,1280146,3058525,3109312,1157538,3301738,3225696,1421220,2044265,2311666,1674343,3309010,3460538,1126686,1136344,1510258,3536888,1535353,1504747,3518669,1498791,3513120,1151984,1084818,1234129,3716975,1135826,1259518,3756837,1448776,1581494,3314921,1574460,1944267,3555516,1638584
60,924186,903199,,6855477,1360403,7011900,10552168,1565472,9950867,766764,547556,,795810,,637005,669259,,1025427,12298511,1370552,13597394,14521994,973423,14059856,812066,,,1186227,13837857,1988277,1584318,16909164,1343741,810262,,,,778368,,,965819,137238,1413787,12452365,1711181,868249,14719250,859479
393,,,,54434,319410,81847,,312838,,,,,,96632,,,108307,,,132252,,,112100,,,,,292488,51651,294725,258463,46122,375998,,,,136070,,77200,74883,,101702,245858,,164147,109180,,164654
4,,,,48115324,19944160,33278984,38944356,19819330,39366916,,,,,,,161920,,,71266928,106737456,79436176,80029256,114902664,78635840,,,,27103772,48749100,19626306,25191016,40452648,28546450,,,,,236820,,,,,112792672,88928256,126132216,105212344,86456360,98039784
9,226414480,223945728,228155,198441072,40309700,199717376,198008288,45672040,200506064,226868464,222402432,201021,222280400,8085766,227049696,216990688,9550053,248452464,214340928,52960992,226168720,225628080,65072692,240151984,223546192,250064,268842,43490364,224095968,44319228,49700488,219828224,49565816,225348304,220875,220458,11454246,231548896,8372917,8615164,250579616,9539693,64660496,233130816,67802032,62085952,242512448,60092104
499,,,,1288947,2299268,1136329,1143663,3433795,1261728,,,,,,,,,,969405,1579540,1018835,1169801,754730,1314972,,,,3035648,1254516,3103858,3674222,1666494,3680517,,,,,,,,,,1782125,1326330,1621357,1399921,992532,1368479
1445,316567008,293907968,230734464,375796416,288942848,306914976,362492672,205401728,392712064,345686592,423001024,309813120,503673216,348537312,416507008,280434592,343830368,459040448,434366592,456112960,569752576,525215072,345168448,368780448,417146880,370603808,444596704,663982080,805504384,674422528,644870720,640989632,318525024,392846176,347813728,552064320,629301120,746644864,539822400,448433696,335732768,194832416,386214816,688219328,530485504,482273984,569307264,437116960
5714,113701080,116156600,83556688,109417152,95686832,112752400,113989608,103650720,106458768,119308640,120826400,84250808,115529464,79423360,114930504,114437976,91146432,120223864,116533976,90764184,123278568,126019008,85234944,125457704,122877752,88764976,90534912,97117624,111757200,100356384,99558368,120072104,98886416,111716192,76690752,79903472,90507256,114635184,92414592,86687072,124355448,93685856,94123240,128484552,94357288,87314552,131545240,95440824
4878,1432364,1194422,,717943,,846840,1082278,,749621,1435688,1253374,,1399695,,1446659,1267034,,1205056,780470,,1375429,1210041,,1586840,1565347,,,,903823,,,914737,,1124605,,,,1158874,,,1500215,,,799807,,,1326940,
426,,,,179570,86359,115311,127292,73477,112300,,,,,,,,,,52884,53196,54823,,44441,46992,,,,53857,155492,66131,72006,150307,51619,,,,21553,,,,,,84209,110701,74167,49450,49372,62264
4273,17722692,10783316,,62411344,146039,58894328,55958624,346335,51489192,20027990,19299836,,20369010,504103,19765652,23651680,625581,27478988,46395744,235750,66379312,44577632,242899,48260908,25429224,,,416198,72079992,529522,338298,73400528,335265,33438262,,,992227,36159536,634857,531666,29391642,341025,221820,77107408,261540,377166,53035312,391064
5857,42606596,42882608,,43121400,15283171,41521960,40356976,16066450,39231768,33295506,35914736,,54858792,7952468,52211292,51939984,7626053,57620564,67392952,38750128,60588312,60200532,35247284,60666112,44253908,,,17692284,46226528,17486706,16667640,45454620,19116212,34899080,,,10835088,53716440,6097826,5769538,60531608,7554916,40502448,66300860,39766092,32539936,61539756,33036934
4207,7025464,5947317,,7900889,902656,10401101,8849859,1448754,8976100,4669389,4738430,,5515801,227110,5042253,5921695,,5434978,8608396,819316,9373957,7513212,636578,7868886,6354910,,,963724,11128196,739044,959363,11287562,1084832,4699346,,,569371,5903009,581253,506617,5523361,151777,1027010,7662256,235876,669526,11336317,1052925
16,823845312,798039168,,675378304,56561788,689170880,719118336,67836088,630996608,796907392,713758656,,789153152,15171662,776369024,704539776,19498000,867058752,712473664,52585348,808621632,767580480,64660236,801694848,785390528,,634784,64105316,776226432,66667348,63076936,806728960,71145160,745632448,,,23828062,775233280,16391375,17178764,856192000,20812808,64104776,842790080,69449184,60917936,805633856,65816948
4134,951500,1219344,,521568,216623,451731,567600,232733,607863,1006312,1030628,,1089786,36107,1202709,1085587,28931,1227491,84644,98716,110835,120015,82323,95488,1117038,,,167599,421041,255342,216554,471620,200579,975916,,,59590,931657,39987,,1190661,49459,108674,130828,85641,94977,117510,100573
4137,72253,,,175335,128631,158543,397744,195404,206531,,,,,,,,,,260829,,120255,177965,,137676,,,,135774,173833,136750,143843,241795,165318,,,,95445,,,,,105063,,192554,,,187072,
467,4394260,4141265,,4897144,16110732,4508278,4573580,18074406,5199042,1921989,1798629,,2632553,6177936,1918927,1922706,6465785,2676252,2612850,10972560,2802662,2574318,10026867,2458412,4262266,,,18674808,4804038,16818152,17934868,4828261,20799268,1914549,,,8235495,2163202,5659966,6819903,2429344,7176342,13838561,3250623,10495473,9476219,2555102,9982638
2146,137647,161562,81949,,152690,150196,98520,233172,96142,175333,157816,,190737,87291,137911,153150,101441,170533,162865,150270,177590,167022,84879,,83817,100681,,193555,78230,189759,147778,163213,251599,,117124,,161923,137706,186176,125843,243529,240390,252563,237720,115205,146835,128895,154805
5827,25580582,23594736,,48060708,1642067,49018924,46907148,1883186,46226608,23032340,22959546,,21674882,691456,24356220,24118204,715558,19291976,47870032,1484512,55300392,51962400,1283487,54776948,28623968,,,2092025,56324656,2252108,1888745,55478612,2012666,25111858,,,721532,23807816,486269,458575,25010588,681515,1588056,50862992,1522993,2368703,56059772,1042126
240,299600032,286953952,169054,258277456,43656892,254873088,255049680,44834704,248414656,288153120,291609536,145658,273972256,8813187,283450400,294888544,9357772,329050560,279822112,29152472,290626400,276910880,43227360,307756864,306001152,175051,141672,48712880,292837792,47709652,45142824,285256192,44928168,310668160,182301,161392,11461616,328956160,7915028,8060282,337295552,9581899,37715752,315932672,37117372,32584200,308382944,38421864
155,544470976,485559776,,457101056,74936296,439435872,473418112,110019128,487639040,470423008,453768320,84342,506838720,21424520,526351840,489463296,28586222,508403712,450738848,113624800,582184896,487895200,154994416,557045824,559217728,,,106870344,621635776,73843584,111492232,567910272,128158752,531284672,90670,114442,35482184,494040288,26145698,29280886,568234304,29409338,122719424,471110528,171772352,96405040,488711168,127420944
4083,,,,187012,196257,177044,191530,233759,185414,,,,,,,,98249,,162994,131768,141314,169992,128351,188898,,,,205653,183617,229988,207976,191321,296553,,,,130007,,123604,,,,149582,213796,118749,146778,172645,133976
3995,,,,784255,2012060,566979,678256,2320591,678289,,,,,192029,,,241770,,1088269,2793302,1231414,1274170,2245651,1239365,,,,2969579,677781,2496933,2564739,579545,3310864,,,,282955,,193741,215232,,232545,2748395,1719778,2088683,2048520,1335918,2663948
440,1932680,1803365,,2943172,2080094,2482668,2890376,2651776,2971287,1364630,1451309,,1610004,551001,853315,1612118,650648,1744065,1872576,1634821,2720859,2723168,1143509,2479964,2031564,,,2467238,2928008,1968858,2078449,2885343,2692398,1526937,,,759123,1622502,454176,516915,2008585,519730,1321276,3068801,1289552,991697,2458942,1040580
4082,,22132,,4035855,3188297,2522934,3357553,3629759,3693509,,,,19905,,,,,,2115009,1429183,2470988,2042975,1886241,2214170,,,,4100624,2574447,2988409,3269966,2973293,2726189,,,,,,,,,,1305709,3102644,1247804,1242304,2300742,2375874
372,1243458688,1241597184,,1021914112,147094992,1087557888,1060319488,161608560,1056312896,1249432448,1294297856,,1225376896,24787276,1220061696,1217234304,30426380,1490994560,978715136,277670688,895650304,1036474944,311345088,999416000,1203162752,,,153640192,1084965120,168402240,149283760,1161757824,149967360,1204339072,,,37483420,1268303360,24020700,26857844,1353297536,30306008,344365568,1126152960,366908608,324054368,1038829120,311343200
3986,250749,271443,,2316123,4180472,1783047,2044435,4987788,2517620,134503,125455,,231356,268822,171957,164885,316202,240243,1412999,531625,1540476,1540632,442504,1658176,267644,,,4912508,1688363,3924858,4683793,2009097,4486409,126628,,,431810,182995,263688,294951,187426,326032,557739,2014488,405264,434252,1579703,459968
